,Brand Name,RXCUI
2426,Aromasin,262105
2427,Bydureon,1242964
2428,Byetta,604751
2430,Roszet,2536055
2432,Zetia,353099
2433,Vytorin,495215
2434,Rixubis,1437811
2435,Kcentra,1484959
2436,Ixinity,1666324
2437,IDELVION,1743995
2438,Rebinyn,1990858
2439,Alphanine SD,215171
2440,Balfaxar,2643205
2441,BeneFIX,669370
2442,Mononine,87795
2443,Profilnine,1670388
2446,Novoseven,152867
2447,Sevenfact,2386866
2448,Alphanate,153266
2449,Obizur,1593092
2450,Novoeight,1607560
2451,Koate,1718966
2452,Monoclate,1718971
2453,Nuwiq,1729087
2454,Adynovate,1741392
2455,Kovaltry,1743370
2456,Afstyla,1796380
2457,Helixate,217502
2458,Esperoct,2275725
2459,Hemofil,227719
2460,Humate-P,42729
2461,Advate,669348
2462,Recombinate,70057
2463,Kogenate,70058
2464,Xyntha,792675
2465,Wilate,884739
2467,Coagadex,1719236
2469,Corifact,1091609
2470,Tretten,1488296
2471,Famvir,151733
2472,Duexis,1100067
2474,Pepcid,196458
2475,Zantac Reformulated Aug 2022,2607010
2478,Vabysmo,2591590
2479,Proferrin,540818
2480,Bifera,849609
2481,Drontal Plus,892094
2482,Uloric,834236
2483,Vowst,2636543
2484,Rebyota,2626733
2485,Inrebic,2197496
2486,Felbatol,224900
2487,Panacur,262606
2488,Safe-Guard,993345
2489,Fintepla,2381139
2490,Tricor,220456
2491,Antara,578784
2492,Lipofen,615906
2493,Fenoglide,763247
2494,Trilipix,828374
2495,Fibricor,860881
2496,Corlopam,155091
2497,Fenopron,151750
2498,Fenortho,1799318
2499,Nalfon,203313
2500,Abstral,1053648
2501,Lazanda,1115547
2502,Subsys,1237051
2503,Ionsys,1666832
2504,Actiq,215008
2505,Fentora,668619
2506,Injectafer,1435170
2507,Auryxia,1596018
2508,Monoferric,2274399
2509,Accrufer,2539944
2510,Triferic,1607981
2511,Astringyn,544861
2524,Hemocyte-F,217508
2526,TANDEM,37565
2527,Ferrimin 150,405075
2528,Ferrocite,405076
2529,Tandem F,636144
2532,Hemocyte,897253
2535,Fergon,217095
2536,Ferate,262120
2537,Slow-Fe,152364
2538,Feosol,217091
2539,Fer-in-Sol,217093
2542,Feraheme,854775
2543,Toviaz,810072
2544,Wal-Fex,1116525
2545,Wal-Fex D,1190326
2546,Allegra-D,215122
2547,Allegra,324026
2548,Veozah,2637142
2549,TachoSil,1001585
2550,Raplixa,1655050
2551,EVARREST,1793131
2552,Fibryga,1947378
2553,Evicel,2264207
2554,Vistaseal,2264367
2555,Tisseel,287575
2556,Artiss,794207
2557,RiaSTAP,831494
2558,Beqvez,2681028
2559,Dificid,1111107
2560,Granix,1442677
2561,Zarxio,1605067
2562,Nivestym,2057201
2563,Neupogen,227304
2564,Releuko,2595946
2565,Nypozi,2700371
2566,Proscar,196476
2567,Propecia,219462
2568,Entadfi,2587742
2569,Kerendia,2562817
2570,Gilenya,1012896
2571,Tascenso,2610296
2572,Firox,2621214
2573,Flexira,2629307
2574,Osticoxib,2634005
2575,Firovet,2669458
2576,Equicoxib,2675881
2577,Previcox,880378
2578,Equioxx,994491
2579,Omegaven,2053500
2580,Addyi,1666386
2581,Loncor,1790084
2582,Norfenicol,2118912
2583,Simplera,2612532
2584,Florfeniject,2679411
2586,Nuflor,866025
2587,Resflor,885851
2588,Diflucan,202813
2589,Ancobon,227633
2590,Bimasone,2677574
2591,Aerospan,1245271
2592,Banamine,1116935
2593,Prevail Injectable,1433636
2594,Vetameg,1442256
2595,Flunine,2701509
2596,Flunazine,646049
2599,Neo-Synalar,1542990
2600,Iluvien,1552352
2602,Flac,2045197
2603,Yutiq,2099362
2604,Synalar,224949
2605,Capex,284681
2606,Derma-Smoothe FS,352578
2607,Tri-Luma,353031
2608,Retisert,584154
2609,Dermotic,616088
2610,Vanos,543481
2612,Flucaine,352652
2613,Fluoracaine,92744
2614,Flarex,217134
2615,FML,594822
2616,FML Forte Liquifilm,92675
2617,Tolak,1669869
2618,Adrucil,202632
2619,Fluoroplex,202633
2620,Efudex,224945
2621,Carac,285133
2622,Symbyax,405343
2623,Prozac,58827
2624,RECONCILE,729704
2625,Bravecto,1538105
2626,Bravecto Plus,2679861
2627,Nolix,1923322
2628,Cordran,216218
2629,Ansaid,203411
2630,Ocufen,93588
2631,Eulexin,151668
2632,Cutivate,115045
2634,Breo,1539887
2635,Arnuity,1547650
2636,Clarispray,1742498
2637,Nasoflow,1795586
2638,Aller-Flo,1795958
2639,Flonase Sensimist,1869707
2640,Nasopro 24,1872962
2641,AirDuo,1918195
2642,Armonair,1941532
2643,Trelegy,1945040
2644,Xhance,1946584
2645,Fluticare,1996207
2646,Wixela,2110506
2647,Beser,2121406
2648,Flovent,217152
2649,Advair,301543
2650,Flonase,83373
2651,Lescol,151972
2662,Folgard,1098701
2667,MTX Support,1150288
2669,Pregnitude,1292335
2675,Niva-Fol,1607001
2676,Folacin,202634
2683,Foltrate,542042
2684,Folbalin,607103
2685,Folbee,607105
2686,Folbic,607107
2687,Iferex 150 Forte,615878
2691,Foltabs,707571
2693,Vita-Respa,801169
2695,Ferrex 150 Forte,808082
2699,BiferaRx,978677
2700,Poly Iron 150 Forte,979335
2704,Pluset,1116464
2705,Menopur,753987
2706,Gonal F,117040
2707,Follistim,187220
2708,Arixtra,322155
2709,Forma-Ray,217186
2710,Formadon,217187
2712,Dulera,1372704
2713,Bevespi,1790640
2718,Perforomist,723732
2719,Lexiva,402108
2720,Focinvez,2664067
2721,Emend Injection,759503
2722,Foscavir,225811
2723,Nulibry,2531293
2724,Cerebyx,134860
2725,Tavalisse,2044923
2726,Rukobia,2380540
2727,Ajovy,2056696
2728,Frova,322250
2729,Emetrol,92588
2730,Solensia,2601791
2731,Fruzaqla,2670185
2732,Faslodex,203870
2733,Disal,1112198
2734,Lasix,202991
2735,Furoscix,2621024
2736,Salix - substance,545038
2737,Fucidin,151802
2738,Lytgobi,2628196
2739,Panoquell,2632649
2740,Gralise,1087976
2741,Horizant,1095698
2742,Neurontin,196498
2743,Gabarone,602396
2744,Razadyne,583099
2745,Emgality,2058873
2746,Ganite,217253
2747,Naglazyme,584219
2748,Zactran,1113701
2749,Ztalmy,2604695
2750,Zirgan,864647
2751,Fyremadel,2587590
2752,Zymaxid,992396
2753,Iressa,281883
2754,Infugem,2058859
2755,Lopid,202999
2756,Factive,402085
2757,Mylotarg,261585
2758,Legacy,1090526
2765,Garasol,1667688
2766,Gentak,217327
2767,Pred-G,219339
2772,Exxua,2672374
2773,Xospata,2105812
2774,Duvyzat,2678895
2775,Givlaari,2265717
2776,Daurismo,2105851
2777,Copaxone,135779
2778,Glatopa,1654626
2779,Mavyret,1940704
2780,Amaryl,153592
2781,Duetact,647208
2782,Glucotrol,203680
2783,Columvi,2639788
2784,GlucaGen,151823
2785,Baqsimi,2180667
2786,Gvoke,2199300
2787,Voraxaze,1242132
2792,Optiflex-G,1150297
2795,Synovacin,1369407
2796,Novipet Magic Bites,1486993
2797,Enfamil Glucose,1086383
2799,Isolyte S in 5 % Dextrose,1189612
2800,Normosol-R in 5 % Dextrose,1189625
2801,Plasma-Lyte 56 in 5 % Dextrose,1189664
2802,Glucoburst,1298142
2804,Dex4,607868
2822,Ionosol-MB,800645
2824,Normosol-M,801006
2826,Glutose,92821
2827,Insta-Glucose,92972
2840,Glutamic-500,806634
2842,Endari,1928936
2843,Glynase,881404
2844,Soothe Lubricant Eye Drops,1039916
2845,Chloraseptic Max Spray,1087938
2846,Pretz,1089084
2847,Pedia-Lax Liquid Glycerin Suppositories,1190429
2848,Sani-Supp,1251053
2849,Recticare Wipes,1602014
2850,Regener-Eyes,2609928
2851,Abreva Rapid Pain Relief,2637871
2854,Oasis Tears,998233
2855,Ravicti,1368454
2856,Glycophos,1423808
2891,Aqua Glycolic Shampoo and Body Cleanser,792088
2892,Glycate,1437970
2893,Robinul,152322
2895,Lonhala,1992567
2896,Qbrexza,2054111
2897,Glyrx,2371711
2899,Dartisla,2589275
2900,Prevduo,2637043
2901,Cuvposa,999962
2902,Simponi,848161
2903,Vyondys 53,2267212
2904,Gonabreed,1422175
2905,Ovacyst,1426574
2906,Fertagyl,543159
2907,Factrel,92679
2908,Cystorelin,95213
2909,Improvest,1191673
2910,Zoladex,58328
2911,Sustol,1810485
2912,Sancuso,807264
2913,Galliprant,1862957
2915,Gris-PEG,203414
2916,Fulvicin P/G,217214
2917,Methagual,1088954
2918,Hy-KXP,405132
2919,Refenesen,1086862
2920,Cough Out,1099021
2921,Kids-Eeze Chest Relief,1111096
2922,Rompe Pecho,1112202
2926,Obredon,1598279
2927,Hycofenix,1651559
2928,Bidex,215678
2933,Liquibid,218036
2934,Robafen,219688
2935,Scot-Tussin,219820
2936,Siltussin,219906
2938,Mucinex,352777
2939,Dilaudid Cough,358355
2941,Allfen Jr,705754
2948,Diabetic Tussin EX,992209
2951,Intuniv,862007
2952,Tremfya,1928593
2954,PedvaxHIB,798448
2955,ActHIB,637866
2957,Hiberix,683648
2958,Halog,227517
2959,Bryhali,2101711
2960,Lexette,2106581
2961,Duobrii,2166090
2962,Ultravate,57766
2963,Haldol,151839
2965,Panhematin,7887
2966,Defencath,2670463
2967,Twinrix,153189
2968,Havrix,203439
2969,Vaqta,115386
2970,Nabi-HB,261588
2971,Hyperhep B,615872
2972,HepaGam B,643799
2974,Heplisav-B,1994348
2976,Prehevbrio,2588228
2978,Engerix-B,49610
2979,Recombivax,55523
2980,Chem-Star Recover,1251889
2981,Valiant Shield,1423475
2982,Artec,991270
2983,Imlygic,1721279
2985,Hespan,202661
2986,Hextend,352688
2987,Sucrets Original,1039670
2988,ST-37,669620
2989,Alo,1300289
2990,ActivOn Arthritis,707399
3026,Supprelin,220125
3027,Vantas,606382
3028,Hydromet,151875
3029,Tussigon,220542
3030,Homatropaire,604021
3031,Hycodan,992657
3032,CNJ-016,1922330
3033,RotaTeq,496892
3038,Gel-One,1369806
3039,IPM Wound,1491507
3040,Nexha,1534825
3041,Monovisc,1537003
3042,Hyalgan,154682
3043,Genvisc,1734861
3044,Gel-Syn,1869377
3045,Visco-3,1999404
3046,Amvisc,203446
3047,Healon,203447
3048,Biolon,203831
3049,Trivisc,2109944
3050,Durolane,2109969
3051,Hymovis,2109977
3052,Provisc,219485
3053,Hyvisc,2599629
3054,Triluron,2601101
3055,Healon5,352683
3056,Supartz,352995
3058,Orthovisc,398331
3059,Euflexxa,604726
3060,Bionect,607707
3061,Hylira,636062
3063,Legend,891137
3064,HYALOVET,95688
3065,Rituxan Hycela,1927886
3066,Herceptin Hylecta,2119715
3068,Phesgo,2382605
3070,Ocrevus Zunovo,2693460
3072,Opdivo Qvantig,2700800
3073,Amphadase,542922
3074,Vitrase,582689
3075,Hylenex,615870
3076,Bidil,303838
3080,Accuretic,151293
3081,Aldactazide,17276
3083,Diovan HCT,216653
3084,Hyzaar,217681
3085,Lopressor HCT,218072
3087,Dyazide,23742
3088,Avalide,261454
3089,Inzirqo,2704013
3091,Micardis-HCT,284780
3092,Benicar HCT,404880
3093,Maxzide,52440
3095,Zestoretic,85783
3096,Ibudone,1372755
3097,Zohydro,1442523
3101,Xylon,1542983
3102,Hysingla,1595731
3106,P-V-Tussin,219013
3109,Vicoprofen,220826
3114,Reprexain,579458
3117,Ana-Lex,1012324
3118,Scalpicin Itch Relief,1039270
3119,Vagisil Satin,1039350
3120,Beta-HC,1043071
3121,Z-Pram,1094444
3122,Procort 1.85/1.15,1115727
3124,Monistat Itch Relief,1190613
3126,Hemril,1291086
3127,Proctosol,1291376
3128,Kera-HC,1314928
3129,Hemorrodil Plus,1491718
3130,Anusol HC,151363
3131,Hemmorex,1674193
3132,Procto-Med,1790680
3133,Cortizone,1987140
3134,Malacetic,2003646
3135,Cortenema,202639
3136,Cortef,202645
3137,Proctocort,202655
3138,Solu-Cortef,203592
3139,A-Hydrocort,203594
3140,Ala-Cort,215068
3142,Analpram HC,215264
3143,Anucort-HC,215344
3144,Aquanil HC,215381
3145,Caldecort,215840
3147,Cortaid,216234
3149,Dermtex HC,216490
3150,Cortisporin,21659
3151,Pandel,219083
3152,Pramosone,219334
3153,Recort Plus,219591
3154,Sarnol-HC,219806
3155,Casporyn HC,2201593
3156,Texacort,220238
3158,Vytone,220926
3159,Westcort,220938
3160,Alkindi,2399645
3161,Aquaphor Itch Relief,2462506
3162,Proctozone HC,285086
3163,Proctofoam-HC,34552
3164,Dermazene,352581
3165,Instacort,405149
3166,U-Cort,405371
3167,Epifoam,49670
3168,Locoid,52147
3169,Procto-Pak,543489
3170,Novacort,544125
3171,Alcortin,581494
3173,Nuzon,606037
3174,Gynecort,707790
3175,Procto-Kit,759714
3176,Oticin HC,763092
3177,Corticool,795064
3178,Nucort,827343
3179,Scalacort,830758
3180,ZyPram,853379
3181,Ala-Scalp,884074
3182,Cortifoam,92265
3184,Peroxi-Fresh,1038747
3185,Oxycide,1120014
3186,ActiveOxy,1248586
3187,Perox-A-Mint,1866534
3188,Eskata,1993063
3189,Peroxyl,219178
3190,Peroxy Shield,2480890
3191,Astri-UC,991278
3192,Pur-Oxy,991323
3194,Teat Dip-HP10,996694
3195,Dilaudid,224913
3197,Esoterica,1111452
3198,Neova Complex HQ Plus,1241488
3199,Lustra,218118
3200,Melquin-3,218307
3202,EpiQuin Micro,405048
3203,Remergent HQ,688145
3204,Cyanokit,687707
3205,Plaquenil,202462
3206,Sovuna,2665276
3207,VetStarch,1376473
3208,Voluven,471577
3209,Lacrisert,51879
3210,Hydrea,151871
3211,Siklos,1999309
3212,Droxia,216755
3213,Xromi,2696074
3214,Vistaril,282519
3215,Synvisc,220144
3217,Phosphasal,1037297
3218,Ustell,1039802
3219,Oscimin,1146685
3222,Urogesic Blue Reformulated Apr 2012,1251285
3223,Urimar Reformulated Oct 2013,1440870
3224,Urin DS,1547941
3225,Uro-Blue,1597576
3227,Levbid,217993
3228,Levsin,218003
3229,Uretron DS,220683
3231,Nulev,284812
3232,Ed Spaz,352618
3233,Urelle,353527
3234,Utira,405385
3235,Symax,541626
3236,Digex,606562
3237,Anaspaz,769
3238,Uribel,998338
3239,Anasept,1086023
3240,Hysept,1299630
3241,Di-Dak-Sol,724450
3243,GenTeal,217332
3244,Gonak,217376
3245,Goniosoft,217378
3246,Isopto Alkaline,217815
3248,Cellugel,284690
3250,Goniovisc,998016
3251,Trogarzo,2043318
3252,Boniva,541684
3253,Brexafemme,2560221
3254,Imbruvica,1442987
3256,Counteract IB,1101916
3257,Proprinal,1300262
3259,Advil,153010
3261,Motrin,202488
3262,Genpril,217324
3263,Ibu,217693
3266,Samson 8,541710
3268,Neoprofen,637194
3269,Wal-Profen,643099
3270,Ibuprohm,850404
3271,Caldolor,854184
3273,Addaprin,900431
3274,Corvert,180599
3275,Firazyr,1148142
3276,Sajazir,2569476
3278,Vascepa,1304980
3279,Idamycin,224952
3280,Praxbind,1716196
3281,Abecma,2536435
3282,Zydelig,1544466
3283,Elaprase,647115
3284,Ifex,217701
3285,Fanapt,848723
3286,Aurlumyn,2680305
3287,Ventavis,591568
3288,Zenrelia,2693420
3289,Imkeldi,2699832
3290,Gleevec,282386
3291,Rytelo,2685242
3292,Advantage Multi,1251583
3293,Advantus,1942526
3294,Imoxi,2468053
3295,Parasedge Multi,2591408
3296,Midamox,2595223
3297,Imizol,1740255
3298,Cerezyme,84958
3301,Aldara,215085
3302,Zyclara,967018
3303,Gammaked,1117548
3304,Bivigam,1364424
3305,Cuvitru,1813407
3306,Panzyga,2102436
3307,Asceniv,2123038
3308,Cutaquig,2167148
3309,Xembify,2196293
3310,Octagam,226026
3311,Alyglo,2672100
3312,Carimune,352504
3313,Gammagard,42697
3314,Gamunex,471329
3315,Flebogamma,541555
3316,Privigen,758996
3317,GamaSTAN,797554
3318,Hizentra,902750
3319,Gammaplex,991216
3320,Itovebi,2695428
3321,Leqvio,2588265
3322,Tivorbex,1491522
3323,Indocin,203365
3324,Uplizna,2373956
3325,Truseltiq,2551006
3326,Inflectra,1790542
3327,Renflexis,1927286
3328,Remicade,219610
3329,Avsola,2266526
3330,Zymfentra,2675744
3331,Fluzone 2018-2019,2050419
3332,Fluzone 2019-2020,2177693
3333,Fluzone Quadrivalent 2021 Southern Hemisphere,2479031
3334,Fluarix Quadrivalent 2021-2022,2561263
3335,Flulaval Quadrivalent 2021-2022,2561265
3336,Flucelvax Quadrivalent 2021-2022,2563021
3337,Fluad Quadrivalent 2021-2022,2563033
3338,Flublok Quadrivalent 2021-2022,2563037
3339,Fluzone Quadrivalent 2021-2022,2563042
3340,Afluria Quadrivalent 2021-2022,2564017
3341,FluMist Quadrivalent 2021-2022,2564401
3342,Flulaval Quadrivalent 2022-2023,2605047
3343,Fluarix Quadrivalent 2022-2023,2605092
3344,Fluzone Quadrivalent 2022-2023,2605102
3345,Fluad Quadrivalent 2022-2023,2605536
3346,Afluria Quadrivalent 2022-2023,2605553
3347,Flublok Quadrivalent 2022-2023,2605566
3348,Flucelvax Quadrivalent 2022-2023,2605731
3349,FluMist Quadrivalent 2022-2023,2607745
3350,FluMist Quadrivalent 2023-2024,2634002
3351,Fluad Quadrivalent 2023-2024,2641628
3352,Flulaval Quadrivalent 2023-2024,2641636
3353,Afluria Quadrivalent 2023-2024,2641824
3354,Flucelvax Quadrivalent 2023-2024,2641880
3355,Fluzone Quadrivalent 2023-2024,2642195
3356,Fluarix Quadrivalent 2023-2024,2642296
3357,Flublok Quadrivalent 2023-2024,2642311
3358,Fluzone Quadrivalent 2024 Southern Hemisphere,2675575
3359,Fluarix 2024-2025,2686933
3360,Flulaval 2024-2025,2686940
3361,Fluad 2024-2025,2687359
3362,Fluzone 2024-2025,2687724
3363,Flublok 2024-2025,2687737
3364,Afluria 2024-2025,2688106
3365,Flucelvax 2024-2025,2688125
3366,Fluzone Quadrivalent 2024-2025,2688685
3367,FluMist 2024-2025,2691302
3405,Audenz,2694012
3444,Tegsedi,2099319
3445,Besponsa,1942955
3446,NovoLog Mix,1372741
3448,Fiasp,1986350
3449,NovoLog,284810
3450,Tresiba,1670012
3451,Xultophy,1860168
3452,Levemir,400560
3453,Toujeo,1604540
3454,Basaglar,1736859
3455,Soliqua,1858996
3456,Semglee,2377130
3457,Rezvoglar,2589010
3458,Lantus,261551
3459,Apidra,607583
3460,Exubera,358190
3461,Novolin,1372723
3462,Humulin,1372744
3463,Humulin N,92880
3464,Novolin N,93558
3465,Humalog,135805
3466,Admelog,1992165
3467,Lyumjev,2380232
3468,Humalog Mix,261542
3470,ProZinc,966904
3473,Afrezza,1543203
3474,Myxredlin,2179745
3475,Humulin R,92881
3476,Novolin R,93560
3477,Intron A,545290
3478,Alferon N,215103
3479,Avonex,153326
3480,Rebif,228271
3481,Betaseron,82828
3482,Extavia,860241
3483,Actimmune,258348
3484,Fiber Choice,1250686
3486,Benefiber Fiber,2702484
3487,Metamucil Clear & Natural,984073
3488,Dairyland Brand Controlled Iodine Teat Dip,1012337
3489,Udderdine,1048988
3490,Defend II,1114410
3491,Io-Blend,1245921
3492,UdderBlend,1248596
3493,Dermafive,1293953
3495,Barrier-Dyne,1376446
3496,Della Soft,1422908
3497,Triumph,1423459
3498,West Dip,1423931
3499,Bovadine,1423941
3500,QuarterMate Concentrate,1423948
3501,Quarter Mate,1424245
3502,BovaPro,1435875
3503,EDX-502,1441743
3504,EDX-1000,1442571
3505,Iodip,1486179
3506,Teat-Glo,902307
3507,Milkhouse Teat Dip,968844
3508,Io-Shield,991285
3509,Optima Plus,991291
3510,ChoreMate One-Shot,991295
3511,Eco-Gard,991299
3512,Eco-Plus,993277
3513,Iodoshield,999919
3514,DuraPrep,1090519
3520,Yervoy,1094837
3521,Atrovent,151390
3523,Fabhalta,2671075
3524,Avapro,153668
3526,Onivyde,1719773
3527,Camptosar,203652
3533,Icar,262123
3534,Feosol Caplet,262237
3536,Ferretts IPS,604216
3537,Venofer,136209
3539,Uniferon,1314865
3540,InFed,217731
3541,Sarclisa,2282024
3542,Cresemba,1608328
3543,Marplan,152005
3544,Neo-Predef,1551413
3545,Fluriso,1540980
3546,IsoSol,1549859
3547,Isospire,2628927
3548,Terrell,542352
3549,Forane,92754
3590,Eescula,284859
3591,Isuprel,1299683
3592,Isordil,151187
3594,Isochron,352728
3595,IsoDitrate,979538
3596,Myorisan,1242606
3597,Absorica,1299198
3598,Zenatane,1373328
3599,Accutane,202795
3600,Amnesteem,404854
3601,Sotret,405330
3602,Claravis,405944
3603,Nourianz,2199021
3604,Sporanox,202826
3605,Tolsura,2106643
3606,Corlanor,1649486
3607,Kalydeco,1243047
3608,ORKAMBI,1655929
3609,Heartgard Plus,1006633
3610,Agrimectin,1050948
3611,Sklice,1244601
3612,Ivercare,1363486
3613,Promectin,1366784
3614,Privermectin,1370965
3615,Tri-Heart Plus,1423668
3616,DuraMectin,1435574
3617,Soolantra,1598069
3619,Stromectol,220057
3620,Iverhart,2205731
3621,Vetrishield,2667856
3623,Zimecterin,865265
3624,Bimectin,867598
3625,Ivermax,894872
3626,Equimax,896962
3627,Noromectin,901785
3629,Vetrimec,905136
3632,Ivomec,995490
3633,Zimecterin Gold,995501
3634,Tibsovo,2049879
3635,IXEMPRA,744825
3636,Ninlaro,1723758
3637,Taltz,1745104
3638,Ixiaro,845529
3639,Pet Pectillin,1549437
3640,Oralair 100,1550701
3641,Oralair 300,1550714
3642,Ketaset,1087923
3643,Zetamine,1486680
3644,Ketalar,6129
3646,T8 Keto Flush,1297961
3647,Ketodan,1300268
3653,Nizoral,202692
3655,Recorlev,2588849
3656,Kuric,604648
3657,Xolegel,647366
3658,Extina,728511
3659,Ketofen,1551478
3660,Draxxin KP,2566874
3661,Ketomed,2588950
3662,Kiprofen,2673859
3663,Acular,152819
3664,Omidria,1540231
3665,Acuvail,858359
3666,Sprix,992421
3667,Wal-Zyr Itchy Eye,1090043
3668,Zaditor,261705
3669,Alaway,707591
3670,Claritin Eye,864643
3671,Kinerase,1088872
3672,Gardasil 9,1597095
3673,Gardasil,659877
3685,Trandate,152440
3686,Motpoly,2637020
3687,Vimpat,809979
3689,Lactaid,795807
3690,Carb-O-Lac,1053856
3693,Encore,1293119
3694,Dermaplex,1293599
3696,4XLA Activator,1536545
3697,Amlactin,215246
3698,Atrac-Tain,215461
3699,Lac-Hydrin,217944
3700,Lacticare,217950
3701,Lactinol,217952
3702,U-Lactin,220590
3705,AmLactin AP,352422
3706,Laclotion,352739
3715,Geri-Hydrolac,864007
3719,Rephresh Pro-B,1306079
3720,Intestinex,1090746
3721,Florajen,1150102
3723,Constulose,216201
3724,Enulose,216928
3725,Generlac,217314
3726,Kristalose,217928
3728,Combivir,192254
3729,Epivir,196478
3730,Cimduo,2003250
3734,Temixys,2123029
3735,Epivir HBV,216937
3738,Lamictal,196502
3739,Subvenite,2001501
3740,Takhzyro,2055646
3741,Corona Multi-Purpose,1012523
3742,Lantiseptic,1038918
3743,Lanashield,1552266
3744,Supraderm,1593063
3745,Calmoseptine,1946477
3746,Lansinoh,608814
3747,A+D Original,705892
3748,Dr. Smith's Rash-n-All,866165
3749,Somatuline,72664
3750,Prevacid,83156
3751,Fosrenol,356761
3752,Tykerb,659616
3753,Aldurazyme,404838
3754,Vitrakvi,2105640
3755,Reyvow,2256938
3756,Xalatan,153159
3757,Xelpros,2056744
3758,Rocklatan,2119702
3759,Iyuzeh,2642280
3760,Vyzulta,1988395
3761,Lazcluze,2691157
3762,Ebglyss,2693786
3763,Leqembi,2626149
3764,Harvoni,1591944
3765,Xenleta,2198949
3766,Arava,215393
3767,Dayvigo,2272409
3768,Sunlenca,2625891
3769,Revlimid,337535
3770,Joenja,2633016
3771,Vetsulin,544615
3772,Lenvima,1792372
3774,Prevymis,1988653
3775,Femara,203769
3811,Lupron,203852
3812,Fensolvi,2371769
3813,Camcevi,2595045
3814,Eligard,352619
3815,Aqneursa,2693618
3816,Xopenex,261702
3818,Conjupri,2377360
3819,Elepsia,1605363
3820,Roweepra,1731015
3821,Spritam,1736038
3822,Keppra,261547
3823,Betagan,151434
3825,Carnitor,151494
3826,Xyzal,398335
3830,Inbrija,2107617
3835,Levaquin,217992
3836,Khapzory,2106369
3837,Fusilev,804688
3840,Fetzima,1433218
3841,Carbocaine with NeoCobefrin,1012782
3842,Next Choice One Dose,1303925
3843,Skyla,1366335
3844,My Way,1426876
3845,Take Action,1490058
3846,Mirena,152061
3847,Fallback Solo,1543730
3848,Afterpill,1545298
3849,Opcicon One-Step,1549086
3850,Aftera,1598653
3851,EContra,1600597
3852,Liletta,1605253
3853,Morning After,1657612
3854,Option 2,1736009
3855,React,1788859
3856,Her Style,1855514
3857,Kyleena,1856533
3858,My Choice,1922754
3859,Preventeza,2001346
3860,New Day,2003705
3861,AfterPlan,2047723
3862,PostDay One-Step,2049242
3863,E-Con,2261388
3865,Fem Choice,2590818
3866,Julie,2606544
3867,Curae,2631019
3868,Ithappenz,2632737
3869,After banger,2644389
3871,Plan B One-Step,858076
3872,Thyro-Tabs,1189101
3873,ThyroKare,1421051
3874,Euthyrox,217006
3875,Levo-T,217996
3876,Levoxyl,218002
3877,Synthroid,224920
3878,Thyquidity,2473277
3879,Ermeza,2626051
3880,Thyrocryn,2675679
3881,Unithroid,284910
3882,Thyrolar,57213
3883,Tirosint,728656
3884,LMX,1011859
3886,Regenecare,1012591
3887,Lidum,1037264
3888,Cutiecaine,1046509
3889,Burn Jel Plus,1088232
3891,Hexa-Caine,1193402
3894,Recticare,1246684
3895,Lidopatch,1249759
3896,Sonacaine,1291673
3897,Zcaine,1292873
3898,Derma Numb,1312261
3900,Dr. Numb,1366790
3901,Unburn,1372892
3902,Lenzapatch,1373131
3903,Lenzagel,1373138
3906,Lidostat,1426998
3908,Xolido,1432483
3910,Alocane,1487000
3912,RadiaGuard,1543713
3913,Puroxcin,1544907
3914,Glydo,1549443
3915,Comfortcaine,1592286
3916,LidoPro Patch,1599297
3918,Topicaine,1650997
3919,Relador,1656323
3920,Lidotral,1723992
3921,Zensa,1729169
3922,RectiCare Advance Cream,1745451
3923,Lidocare,1858270
3924,Uber Numb,1871449
3925,Tranzarel,1872968
3926,CidalEaze,1876409
3927,Lidozen,1939336
3928,ZTlido,2001435
3929,Xylocaine,202398
3930,Workvie,2049719
3931,Kool-Down,2108916
3932,Bio-Kool,2118547
3933,Lipocaine,2120171
3935,Lido King,2263888
3936,Zionodil,2264103
3937,Lydexa,2474485
3939,Niravi,2560246
3940,Lidotran,2611974
3941,Lidoderm,261555
3943,Lidocan,2642340
3945,LidoPro Pain Relieving Patch,2675621
3946,Bruselix,2678109
3947,Tridacaine,2678306
3948,Oraqix,321369
3950,Synera,605343
3951,Pliaglis,728123
3952,Zingo,729238
3954,Lidocream,753297
3956,AneCream,807744
3957,Akten,809470
3958,Solarcaine,94115
3959,Amtagvi,2675870
3960,Xiidra,1801836
3961,BioGaia,1247273
3963,Pedia-Lax Probiotic,1494816
3964,Linzess,1307410
3965,Tradjenta,1100703
3966,Jentadueto,1372706
3969,Lincobac,1540026
3970,Lincocin,287531
3971,Lincomed,656855
3972,Zyvox,261710
3973,Encora Capsule,995779
3974,Triostat,220469
3975,Cytomel,3081
3984,Saxenda,1598264
3986,Victoza,897123
3987,Vyvanse,711043
3988,Qbrelis,1806885
3989,Zestril,196472
3990,Prinivil,203644
3992,Breyanzi,2479141
3993,Lithobid,203321
3994,Nexavir,880856
3997,Adlyxin,1803887
3999,Alomide,71901
4000,Lucemyra,2046592
4001,Juxtapid,1364485
4002,Gleostine,1545771
4003,Zokinvy,2467583
4004,Skytrofa,2569597
4005,Zynlonta,2540970
4006,Imodium Multi-Symptom Relief,1426822
4007,Imodium,151889
4008,Diamode,216575
4009,Imodium Advanced,217717
4010,Kaletra,284756
4011,Wal-itin D,1014655
