Generic Name,RXCUI,Therapeutic Class
gestonorone caproate,4791,Gestonorone Caproate
gestrinone,4792,Antigonadotropins and similar agents
gestrinone,4792,Steroid-containing product
gestrinone,4792,Progesterone receptor agonist-containing product
gestrinone,4792,Gestrinone
gestronol,4793,Pregnane-containing product
gestronol,4793,Progesterone receptor agonist-containing product
gestronol,4793,Corticosteroid and/or corticosteroid derivative-containing product
gestronol,4793,Gestonorone Caproate
gestronol,4793,Pregnen (4) derivatives
gestronol,4793,Progestogens
giant ragweed pollen extract,851998,Allergen extracts
giant ragweed pollen extract,851998,Allergens
giant ragweed pollen extract,851998,Pollen
giant ragweed pollen extract,851998,Increased Histamine Release
giant ragweed pollen extract,851998,Cell-mediated Immunity
giant ragweed pollen extract,851998,Non-Standardized Pollen Allergenic Extract
giant wild rye pollen extract,900148,"IMMUNOLOGICAL AGENTS,OTHER"
giant wild rye pollen extract,900148,Allergen extracts
giant wild rye pollen extract,900148,Allergens
giant wild rye pollen extract,900148,Pollen
giant wild rye pollen extract,900148,Increased Histamine Release
giant wild rye pollen extract,900148,Cell-mediated Immunity
giant wild rye pollen extract,900148,Increased IgG Production
giant wild rye pollen extract,900148,Non-Standardized Pollen Allergenic Extract
Gibberella fujikuroi extract,2043450,Allergens
Gibberella fujikuroi extract,2043450,Fungal Proteins
Gibberella fujikuroi extract,2043450,Increased Histamine Release
Gibberella fujikuroi extract,2043450,Cell-mediated Immunity
Gibberella fujikuroi extract,2043450,Increased IgG Production
Gibberella fujikuroi extract,2043450,Non-Standardized Fungal Allergenic Extract
Gibberella zeae allergenic extract,1922751,Allergens
Gibberella zeae allergenic extract,1922751,Fungal Proteins
Gibberella zeae allergenic extract,1922751,Increased Histamine Release
Gibberella zeae allergenic extract,1922751,Cell-mediated Immunity
Gibberella zeae allergenic extract,1922751,Increased IgG Production
Gibberella zeae allergenic extract,1922751,Non-Standardized Fungal Allergenic Extract
gilteritinib,2105806,Protein-tyrosine kinase inhibitor-containing product
gilteritinib,2105806,Antineoplastic agent
gilteritinib,2105806,Pyrazine-containing product
gilteritinib,2105806,Aniline Compounds
gilteritinib,2105806,Drug Hypersensitivity
gilteritinib,2105806,Pyrazines
gilteritinib,2105806,"Leukemia, Myeloid, Acute"
gilteritinib,2105806,Other protein kinase inhibitors
gilteritinib,2105806,Increased Cellular Death
gilteritinib,2105806,Receptor Tyrosine Kinase Inhibitors
gilteritinib,2105806,Cellular Proliferation Alteration
gilteritinib,2105806,"ANTINEOPLASTIC,OTHER"
ginger allergenic extract,899420,Allergens
ginger allergenic extract,899420,Dietary Proteins
ginger allergenic extract,899420,Food Additives
ginger allergenic extract,899420,Plant Proteins
ginger allergenic extract,899420,Increased Histamine Release
ginger allergenic extract,899420,Cell-mediated Immunity
ginger allergenic extract,899420,Non-Standardized Food Allergenic Extract
ginger allergenic extract,899420,Non-Standardized Plant Allergenic Extract
ginger allergenic extract,899420,Allergen extracts
ginger extract,285241,Allergens
ginger extract,285241,Autoimmune Diseases
ginger extract,285241,Dietary Proteins
ginger extract,285241,Food Additives
ginger extract,285241,Hemorrhagic Disorders
ginger extract,285241,Hypersensitivity
ginger extract,285241,Myocardial Infarction
ginger extract,285241,Plant Extracts
ginger extract,285241,Plant Proteins
ginger extract,285241,Immunologic Factor Interactions
ginger extract,285241,Increased Histamine Release
ginger extract,285241,Increased T Lymphocyte Activation
ginger extract,285241,Cell-mediated Immunity
ginger extract,285241,Increased IgG Production
ginger extract,285241,Non-Standardized Food Allergenic Extract
ginger extract,285241,Non-Standardized Plant Allergenic Extract
ginger root,125921,Allergens
ginger root,125921,Dietary Proteins
ginger root,125921,Food Additives
ginger root,125921,Plant Extracts
ginger root,125921,Plant Proteins
ginger root,125921,Increased Histamine Release
ginger root,125921,Cell-mediated Immunity
ginger root,125921,Non-Standardized Food Allergenic Extract
ginger root,125921,Non-Standardized Plant Allergenic Extract
Ginkgo biloba extract,236809,Ginkgo Extract
Ginkgo biloba extract,236809,Memory Disorders
ginseng preparation,325526,Blood Coagulation Disorders
ginseng preparation,325526,Drug Hypersensitivity
ginseng preparation,325526,Fatigue
ginseng preparation,325526,Hemorrhagic Disorders
ginseng preparation,325526,Hysteria
ginseng preparation,325526,Erectile Dysfunction
ginseng preparation,325526,Schizophrenia
ginseng preparation,325526,Warfarin
ginseng preparation,325526,Unknown Cellular or Molecular Interaction
ginseng preparation,325526,Unknown Physiological Effect
ginseng preparation,325526,Appetite Stimulation
ginsenoside,349656,Ginsenosides
givinostat,2678889,Carbamates
givinostat,2678889,"Muscular Dystrophy, Duchenne"
givinostat,2678889,Other drugs for disorders of the musculo-skeletal system
givinostat,2678889,Histone Deacetylase Inhibitors
givinostat,2678889,Histone Deacetylase Inhibitor
givinostat,2678889,Cytochrome P450 3A4 Inhibitors
givinostat,2678889,Organic Cation Transporter 2 Inhibitors
givinostat,2678889,"MUSCULOSKELETAL AGENTS,OTHER"
givosiran,2265712,"Ribonucleic acid, double stranded-containing product"
givosiran,2265712,Various alimentary tract and metabolism products
givosiran,2265712,Acetylgalactosamine
givosiran,2265712,Drug Hypersensitivity
givosiran,2265712,Pyrrolidines
givosiran,2265712,"Porphyrias, Hepatic"
givosiran,2265712,"RNA, Small Interfering"
givosiran,2265712,Decreased RNA Integrity
givosiran,2265712,Decreased Transcription to RNA
givosiran,2265712,Small Interfering RNA
givosiran,2265712,Aminolevulinate Synthase 1-directed RNA Interaction
givosiran,2265712,"IMMUNOLOGICAL AGENTS,OTHER"
glabridin,1603522,Isoflavones
glabridin,1603522,Phenols
glasdegib,2105845,"Leukemia, Myeloid, Acute"
glasdegib,2105845,Cellular Proliferation Alteration
glasdegib,2105845,Smoothened Receptor Antagonists
glasdegib,2105845,Antineoplastic agent
glasdegib,2105845,Benzimidazole-containing product
glasdegib,2105845,Smoothened receptor antagonist-containing product
glasdegib,2105845,Urea and/or urea derivative-containing product
glasdegib,2105845,Benzimidazoles
glasdegib,2105845,Phenylurea Compounds
glasdegib,2105845,Hedgehog pathway inhibitors
glasdegib,2105845,Hedgehog Pathway Inhibitor
glasdegib,2105845,"ANTINEOPLASTIC,OTHER"
glatiramer,214582,Other immunostimulants
glatiramer,214582,"MUSCULOSKELETAL AGENTS,OTHER"
glatiramer,214582,Immunomodulator-containing product
glatiramer,214582,Peptide-containing product
glatiramer,214582,Glatiramer Acetate
glatiramer,214582,Drug Hypersensitivity
glatiramer,214582,Mannitol
glatiramer,214582,Peptides
glatiramer,214582,"Multiple Sclerosis, Relapsing-Remitting"
glatiramer,214582,Immunologic Adjuvants
glatiramer,214582,Decreased Immunologically Active Molecule Activity
glaucine,1368876,Aporphines
glecaprevir,1940635,Hepatitis C virus NS3/4A protease inhibitor-containing product
glecaprevir,1940635,Sulfonamide-containing product
glecaprevir,1940635,Antiviral agent
glecaprevir,1940635,Atazanavir Sulfate
glecaprevir,1940635,Aminoisobutyric Acids
glecaprevir,1940635,Cyclopropanes
glecaprevir,1940635,Leucine
glecaprevir,1940635,Proline
glecaprevir,1940635,Quinoxalines
glecaprevir,1940635,Rifampin
glecaprevir,1940635,Sulfonamides
glecaprevir,1940635,"Lactams, Macrocyclic"
glecaprevir,1940635,Cytochrome P450 1A2 Inhibitors
glecaprevir,1940635,HCV NS3/4A Protease Inhibitors
glecaprevir,1940635,Hepatitis C Virus NS3/4A Protease Inhibitor
glecaprevir,1940635,P-Glycoprotein Inhibitors
glecaprevir,1940635,Organic Anion Transporting Polypeptide 1B1 Inhibitors
glecaprevir,1940635,Organic Anion Transporting Polypeptide 1B3 Inhibitors
glecaprevir,1940635,Breast Cancer Resistance Protein Inhibitors
glecaprevir,1940635,Cytochrome P450 3A Inhibitors
glecaprevir,1940635,UGT1A1 Inhibitors
glecaprevir,1940635,Antivirals for treatment of HCV infections
glecaprevir,1940635,ANTIVIRALS
gleptoferron,1855078,Drug Combinations
gleptoferron,1855078,Iron-Dextran Complex
gleptoferron,1855078,Sugar Acids
glibornuride,102846,Sulfonylurea-containing product
glibornuride,102846,Sulfonylureas
glibornuride,102846,Sulfonylurea Compounds
gliclazide,4816,Sulfonylureas
gliclazide,4816,Sulfonylurea-containing product
gliclazide,4816,Gliclazide
glimepiride,25789,Sulfonylureas
glimepiride,25789,"ORAL HYPOGLYCEMIC AGENTS,ORAL"
glimepiride,25789,Sulfonylurea-containing product
glimepiride,25789,"Diabetes Mellitus, Type 2"
glimepiride,25789,Hypersensitivity
glimepiride,25789,Sulfonylurea Compounds
glimepiride,25789,Diabetic Ketoacidosis
glimepiride,25789,Insulin Receptor Agonists
glimepiride,25789,Decreased Glycolysis
glimepiride,25789,Increased Glucose Transport into Cells
glimepiride,25789,Increased Insulin Secretion
glimepiride,25789,Sulfonylurea
glimepiride,25789,Combinations of oral blood glucose lowering drugs
gliocladium allergenic extract,1192997,Allergens
gliocladium allergenic extract,1192997,Fungal Proteins
gliocladium allergenic extract,1192997,Increased Histamine Release
gliocladium allergenic extract,1192997,Cell-mediated Immunity
gliocladium allergenic extract,1192997,Increased IgG Production
gliocladium allergenic extract,1192997,Non-Standardized Fungal Allergenic Extract
Gliocladium viride allergenic extract,2101353,Allergen extracts
Gliocladium viride extract,2101008,Allergens
Gliocladium viride extract,2101008,Fungal Proteins
Gliocladium viride extract,2101008,Increased Histamine Release
Gliocladium viride extract,2101008,Cell-mediated Immunity
Gliocladium viride extract,2101008,Increased IgG Production
Gliocladium viride extract,2101008,Non-Standardized Fungal Allergenic Extract
gliotoxin,1661743,Gliotoxin
glipizide,4821,Sulfonylureas
glipizide,4821,"ORAL HYPOGLYCEMIC AGENTS,ORAL"
glipizide,4821,Sulfonylurea-containing product
glipizide,4821,"Diabetes Mellitus, Type 1"
glipizide,4821,"Diabetes Mellitus, Type 2"
glipizide,4821,Drug Hypersensitivity
glipizide,4821,Glipizide
glipizide,4821,Sulfonylurea Compounds
glipizide,4821,Diabetic Ketoacidosis
glipizide,4821,Hepatic Metabolism
glipizide,4821,Insulin Receptor Agonists
glipizide,4821,Decreased Glycolysis
glipizide,4821,Increased Glucose Transport into Cells
glipizide,4821,Increased Insulin Secretion
glipizide,4821,Sulfonylurea
glipizide,4821,Combinations of oral blood glucose lowering drugs
gliquidone,25793,Sulfonylureas
gliquidone,25793,Sulfonylurea-containing product
gliquidone,25793,Sulfonylurea Compounds
glofitamab,2639782,"Lymphoma, Large B-Cell, Diffuse"
glofitamab,2639782,Increased B Lymphocyte Destruction
glofitamab,2639782,Increased T Lymphocyte Production
glofitamab,2639782,CD20-directed Antibody Interactions
glofitamab,2639782,CD3-directed Antibody Interactions
glofitamab,2639782,Increased T Lymphocyte Activation
glofitamab,2639782,"Antibodies, Bispecific"
glofitamab,2639782,Other monoclonal antibodies and antibody drug conjugates
glofitamab,2639782,"ANTINEOPLASTIC,OTHER"
glucagon,4832,Glycogenolytic hormones
glucagon,4832,ANTIHYPOGLYCEMICS
glucagon,4832,Anaphylaxis
glucagon,4832,Bradycardia
glucagon,4832,Drug Hypersensitivity
glucagon,4832,Hypoglycemia
glucagon,4832,Hypotension
glucagon,4832,Insulinoma
glucagon,4832,Pheochromocytoma
glucagon,4832,"Shock, Cardiogenic"
glucagon,4832,Decreased GI Motility
glucagon,4832,Decreased GI Smooth Muscle Tone
glucagon,4832,Increased Gluconeogenesis
glucagon,4832,Increased Glycogenolysis
glucagon,4832,Positive Chronotropy
glucagon,4832,Positive Inotropy
glucagon,4832,Glucagon Receptor Interactions
glucagon,4832,Pancreatic hormone-containing product
glucagon,4832,Polypeptide-containing product
glucagon,4832,Gastrointestinal Diseases
glucagon,4832,Glucagon
glucagon,4832,Decreased Glycolysis
glucagon,4832,Antihypoglycemic Agent
glucagon,4832,Gastrointestinal Motility Inhibitor
glucametacin,25834,Indomethacin
glucarpidase,1242127,Protease-containing product
glucarpidase,1242127,Protein-containing product
glucarpidase,1242127,Carboxypeptidases
glucarpidase,1242127,gamma-Glutamyl Hydrolase
glucarpidase,1242127,Recombinant Proteins
glucarpidase,1242127,Drug-Related Side Effects and Adverse Reactions
glucarpidase,1242127,Enzyme Interactions
glucarpidase,1242127,Carboxypeptidase
glucarpidase,1242127,Detoxifying agents for antineoplastic treatment
glucarpidase,1242127,"ANTIDOTES/DETERRENTS,OTHER"
gluceptate,50470,Sugar Acids
glucomannan,11454,Constipation
glucomannan,11454,Diarrhea
glucomannan,11454,"Diverticulitis, Colonic"
glucomannan,11454,Drug Hypersensitivity
glucomannan,11454,Fecal Impaction
glucomannan,11454,Hyperlipidemias
glucomannan,11454,Mannans
glucomannan,11454,Glucose Intolerance
glucomannan,11454,Stool Bulking Activity
glucomannan,11454,Increased Large Intestinal Motility
glucomannan,11454,Inhibition Large Intestine Fluid/Electrolyte Absorption
glucomannan,11454,HERBS/ALTERNATIVE THERAPIES
gluconate,70599,Gluconates
gluconolactone,25842,Other irrigating solutions
gluconolactone,25842,IRRIGATION SOLUTIONS
gluconolactone,25842,Gluconates
gluconolactone,25842,Lactones
gluconolactone,25842,Irrigation
gluconolactone,25842,Calculi Dissolution Agent
glucosamine,4845,HERBS/ALTERNATIVE THERAPIES
glucosamine,4845,"Other antiinflammatory and antirheumatic agents, non-steroids"
glucosamine,4845,Back Pain
glucosamine,4845,Drug Hypersensitivity
glucosamine,4845,Osteoarthritis
glucosamine,4845,Sprains and Strains
glucosamine,4845,Bone Alteration
glucosamine,4845,Unknown Cellular or Molecular Interaction
glucosamine,4845,Analgesia
glucosamine,4845,Carbohydrate derivative-containing product
glucosamine,4845,Glucosamine
glucose,4850,ANTIHYPOGLYCEMICS
glucose,4850,Carbohydrates
glucose,4850,Solutions for parenteral nutrition
glucose,4850,IV SOLUTIONS WITHOUT ELECTROLYTES
glucose,4850,"AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES"
glucose,4850,Solutions affecting the electrolyte balance
glucose,4850,IV SOLUTIONS WITH ELECTROLYTES
glucose,4850,Alcohol Withdrawal Delirium
glucose,4850,Dehydration
glucose,4850,Drug Hypersensitivity
glucose,4850,Food Hypersensitivity
glucose,4850,Hyperglycemia
glucose,4850,Hypoglycemia
glucose,4850,Postoperative Complications
glucose,4850,Intracranial Hemorrhages
glucose,4850,Structural Macromolecules
glucose,4850,Increased Glycogenesis
glucose,4850,Increased Metabolic Rate
glucose,4850,Organic Ion Synthesis Alteration
glucose,4850,Glucose
glucose,4850,Various alimentary tract and metabolism products
glucose,4850,ANTIEMETICS
glucose,4850,Carbohydrate-containing product
glucose,4850,Other irrigating solutions
glucose,4850,Tests for diabetes
glucose,4850,PHARMACEUTICAL AIDS/REAGENTS
glucose,4850,Hypertonic solutions
glucose,4850,PERITONEAL DIALYSIS SOLUTIONS
glucose,4850,"AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES"
"glucose 1,6-bisphosphate",2565267,Glucose-6-Phosphate
glucose oxidase,1427073,Glucose Oxidase
glucose pentaacetate,1792129,Glucose
glucose-6-phosphate,1541246,Glucose-6-Phosphate
glucosyl hesperidin,1433192,Glucosides
glucosyl hesperidin,1433192,Hesperidin
glucuronate,1426907,Glucuronic Acid
glucuronolactone,1535222,Glucuronates
glutamate,70602,Solutions for parenteral nutrition
glutamate,70602,"AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES"
glutamate,70602,Sodium Glutamate
glutamate,70602,IV SOLUTIONS WITHOUT ELECTROLYTES
glutamate,70602,Digestant agent
glutamate,70602,Amino acid-containing product
glutamate,70602,Drug Hypersensitivity
glutamate,70602,Nutritional and Metabolic Diseases
glutamate,70602,Short Bowel Syndrome
glutamate,70602,Glutamic Acid
glutamate,70602,Biological Macromolecular Activity
glutamate,70602,Metabolic Activity Alteration
glutamate,70602,Amino acids and derivatives
glutamate,70602,Acid preparations
glutamine,4885,HERBS/ALTERNATIVE THERAPIES
glutamine,4885,Amino acids and derivatives
glutamine,4885,"AMINO ACIDS/PROTEINS,OTHER"
glutamine,4885,Amino acid-containing product
glutamine,4885,Amino Acids
glutamine,4885,Glutamine
glutamine,4885,Nutritional and Metabolic Diseases
glutamine,4885,Short Bowel Syndrome
glutamine,4885,Biological Macromolecular Activity
glutamine,4885,Metabolic Activity Alteration
glutamine,4885,Amino Acid
glutaral,4888,Aldehyde-containing product
glutaral,4888,Drug Hypersensitivity
glutaral,4888,Glutaral
glutaral,4888,Surgical Wound Infection
glutarate,1943800,Glutarates
glutathione,4890,Glutathione
glutathione,4890,Antidotes
glutathione disulfide,25953,Glutathione Disulfide
glutethimide,4903,Drug Hypersensitivity
glutethimide,4903,Glutethimide
glutethimide,4903,Sleep Initiation and Maintenance Disorders
glutethimide,4903,Neurotransmitter Transporter Interactions
glutethimide,4903,Decreased Organized Electrical Activity
glutethimide,4903,Piperidinedione derivatives
glyburide,4815,Sulfonylureas
glyburide,4815,"ORAL HYPOGLYCEMIC AGENTS,ORAL"
glyburide,4815,Bosentan
glyburide,4815,"Diabetes Mellitus, Type 1"
glyburide,4815,"Diabetes Mellitus, Type 2"
glyburide,4815,Drug Hypersensitivity
glyburide,4815,Diabetic Ketoacidosis
glyburide,4815,Potassium Channel Interactions
glyburide,4815,Insulin Receptor Agonists
glyburide,4815,Decreased Glycolysis
glyburide,4815,Increased Glucose Transport into Cells
glyburide,4815,Increased Insulin Secretion
glyburide,4815,Increased Diuresis
glyburide,4815,Sulfonylurea-containing product
glyburide,4815,Glyburide
glyburide,4815,Sulfonylurea Compounds
glyburide,4815,Sulfonylurea
glyceran polyricinoleic acid ester,1541750,Glycerol
glyceran polyricinoleic acid ester,1541750,Ricinoleic Acids
glycerin,4910,Other drugs for constipation
glycerin,4910,"LAXATIVES,RECTAL"
glycerin,4910,Sympathomimetics used as decongestants
glycerin,4910,"DECONGESTANTS,TOPICAL OPHTHALMIC"
glycerin,4910,EYE WASHES/LUBRICANTS
glycerin,4910,Other ophthalmologicals
glycerin,4910,Enemas
glycerin,4910,Local anesthetics
glycerin,4910,Other agents for local oral treatment
glycerin,4910,MOUTHWASHES
glycerin,4910,Other emollients and protectives
glycerin,4910,EMOLLIENTS
glycerin,4910,HEMORRHOIDAL PREPARATIONS WITHOUT STEROID
glycerin,4910,Laxative agent
glycerin,4910,Alcohol-containing product
glycerin,4910,Carbohydrate-containing product
glycerin,4910,Carbohydrate derivative-containing product
glycerin,4910,Allergens
glycerin,4910,Constipation
glycerin,4910,Dermatitis
glycerin,4910,Drug Hypersensitivity
glycerin,4910,Glycerol
glycerin,4910,Stool Bulking Activity
glycerin,4910,Emollient Activity
glycerin,4910,Increased Large Intestinal Motility
glycerin,4910,Stimulation Large Intestine Fluid/Electrolyte Absorption
glycerin,4910,Increased Histamine Release
glycerin,4910,Cell-mediated Immunity
glycerin,4910,Increased IgG Production
glycerin,4910,Non-Standardized Chemical Allergen
glycerin,4910,Solutions for parenteral nutrition
glycerin,4910,"AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES"
glycerin,4910,"NASAL AND THROAT,TOPICAL,OTHER"
glycerin,4910,Other nasal preparations
glycerol formal,1311689,Dioxolanes
glycerol phenylbutyrate,1368451,Various alimentary tract and metabolism products
glycerol phenylbutyrate,1368451,Glycerol
glycerol phenylbutyrate,1368451,Phenylbutyrates
glycerol phenylbutyrate,1368451,"GASTRIC MEDICATIONS,OTHER"
"glyceryl 1,2-dioleate",1426915,Diglycerides
glyceryl arachidonate,1427076,Glycerides
glyceryl behenate,1305749,Fatty Acids
glyceryl caprylate,1307152,Caprylates
glyceryl monolaurate,314647,Laurates
glyceryl palmitostearate,1423683,Diglycerides
glyceryl phosphate,1423803,Electrolyte solutions
glyceryl phosphate,1423803,PHOSPHORUS
glyceryl phosphate,1423803,Carbohydrate-containing product
glyceryl phosphate,1423803,Carbohydrate derivative-containing product
glyceryl phosphate,1423803,Glycerophosphates
glyceryl stearate,1311155,Glycerides
glycidyl acrylate,1735329,Acrylates
glycidyl acrylate,1735329,Epoxy Compounds
glycidyl methacrylate,1869700,Epoxy Compounds
glycidyl methacrylate,1869700,Methacrylates
glycine,4919,Solutions for parenteral nutrition
glycine,4919,"AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES"
glycine,4919,"AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES"
glycine,4919,Anuria
glycine,4919,Drug Hypersensitivity
glycine,4919,Glycine
glycine,4919,Nutritional and Metabolic Diseases
glycine,4919,Peptic Ulcer
glycine,4919,Biological Macromolecular Activity
glycine,4919,Glycine Activity Alteration
glycine,4919,Metabolic Activity Alteration
glycine,4919,IV SOLUTIONS WITHOUT ELECTROLYTES
glycine,4919,Amino acids and derivatives
glycine,4919,"AMINO ACIDS/PROTEINS,ORAL"
glycine,4919,Other irrigating solutions
glycine,4919,IRRIGATION SOLUTIONS
glycine,4919,Amino acid-containing product
glycine propionyl-L-carnitine,2669317,Carnitine
glycofurol,1427078,Polyethylene Glycols
glycogen,1426910,Glycogen
glycol salicylate,26051,Salicylates
glycolate,70603,Glycolates
glycolate,70603,Bacterial Infections
glycolate,70603,PHARMACEUTICAL AIDS/REAGENTS
"glycoprotein hormones, alpha subunit",1427201,"Glycoprotein Hormones, alpha Subunit"
glycopyrronium,1546438,"Synthetic anticholinergics, quaternary ammonium compounds"
glycopyrronium,1546438,PARASYMPATHOLYTICS
glycopyrronium,1546438,Muscarinic receptor antagonist-containing product
glycopyrronium,1546438,Quaternary ammonium compound-containing product
glycopyrronium,1546438,"Colitis, Ulcerative"
glycopyrronium,1546438,Glycopyrrolate
glycopyrronium,1546438,Hyperhidrosis
glycopyrronium,1546438,Hypersensitivity
glycopyrronium,1546438,Intestinal Pseudo-Obstruction
glycopyrronium,1546438,"Megacolon, Toxic"
glycopyrronium,1546438,Myasthenia Gravis
glycopyrronium,1546438,Sjogren's Syndrome
glycopyrronium,1546438,Antihidrotics
glycopyrronium,1546438,Cholinergic Muscarinic Antagonists
glycopyrronium,1546438,Decreased Acetylcholine Activity
glycopyrronium,1546438,Cholinergic Antagonists
glycopyrronium,1546438,Anticholinergic
glycopyrronium,1546438,Cholinergic Muscarinic Antagonist
glycopyrronium,1546438,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
glycopyrronium,1546438,"ANTIASTHMA,OTHER"
glycopyrronium,1546438,Drug Hypersensitivity
glycopyrronium,1546438,"DEODORANTS/ANTIPERSPIRANTS,TOPICAL"
glycopyrronium,1546438,"Abnormalities, Drug-Induced"
glycopyrronium,1546438,Hemorrhagic Disorders
glycopyrronium,1546438,Ileal Diseases
glycopyrronium,1546438,Intestinal Obstruction
glycopyrronium,1546438,Peptic Ulcer
glycopyrronium,1546438,Respiratory Tract Diseases
glycopyrronium,1546438,Tachycardia
glycopyrronium,1546438,Ureteral Obstruction
glycopyrronium,1546438,Xerostomia
glycopyrronium,1546438,"Glaucoma, Angle-Closure"
glycopyrronium,1546438,Decreased Parasympathetic Acetylcholine Activity
glycopyrronium,1546438,Decreased Respiratory Secretions
glycopyrronium,1546438,Salivation Inhibition
glycosine,2359267,Quinazolinones
glycylglycine,1362904,Glycylglycine
glycyrrhetinic acid,1311506,Terpene-containing product
glycyrrhetinic acid,1311506,Glycyrrhetinic Acid
glycyrrhetinic acid,1311506,Other cicatrizants
Glycyrrhiza glabra extract,1370435,Allergens
Glycyrrhiza glabra extract,1370435,Dietary Proteins
Glycyrrhiza glabra extract,1370435,Plant Extracts
Glycyrrhiza glabra extract,1370435,Plant Proteins
Glycyrrhiza glabra extract,1370435,Increased Histamine Release
Glycyrrhiza glabra extract,1370435,Cell-mediated Immunity
Glycyrrhiza glabra extract,1370435,Non-Standardized Food Allergenic Extract
Glycyrrhiza glabra extract,1370435,Non-Standardized Plant Allergenic Extract
Glycyrrhiza inflata root extract,1307598,Plant Extracts
Glycyrrhiza uralensis root extract,2266490,Plant Extracts
glycyrrhizic acid,26143,Liver therapy
glycyrrhizic acid,26143,Glycyrrhizic Acid
glycyrrhizinate,1359426,Glycyrrhizic Acid
glymidine,102848,Sulfonamide-containing product
glymidine,102848,Sulfonamides (heterocyclic)
glymidine,102848,Sulfonamides
glyoxal,4967,Glyoxal
glyphosate,1800093,Glyphosate
goat milk allergenic extract,862475,Allergens
goat milk allergenic extract,862475,Dietary Proteins
goat milk allergenic extract,862475,Milk Proteins
goat milk allergenic extract,862475,Increased Histamine Release
goat milk allergenic extract,862475,Cell-mediated Immunity
goat milk allergenic extract,862475,Non-Standardized Food Allergenic Extract
goat milk allergenic extract,862475,Allergen extracts
gold,1311190,Medicinal product categorized by chemical element
gold,1311190,Gold and/or gold compound-containing product
gold,1311190,Allergens
gold,1311190,"Arthritis, Rheumatoid"
gold,1311190,Bone Marrow Diseases
gold,1311190,Colitis
gold,1311190,"Dermatitis, Exfoliative"
gold,1311190,Drug Hypersensitivity
gold,1311190,Gold
gold,1311190,Heart Failure
gold,1311190,"Lupus Erythematosus, Systemic"
gold,1311190,Decreased Prostaglandin Production
gold,1311190,Unknown Cellular or Molecular Interaction
gold,1311190,Increased Histamine Release
gold,1311190,Cell-mediated Immunity
gold,1311190,Standardized Chemical Allergen
gold keratinate,50598,Peptides
golden chain pollen extract,1996102,Allergens
golden chain pollen extract,1996102,Pollen
golden chain pollen extract,1996102,Increased Histamine Release
golden chain pollen extract,1996102,Cell-mediated Immunity
golden chain pollen extract,1996102,Increased IgG Production
golden chain pollen extract,1996102,Non-Standardized Pollen Allergenic Extract
goldenseal extract,1372255,"Signs and Symptoms, Digestive"
goldenseal extract,1372255,"Signs and Symptoms, Respiratory"
golimumab,819300,Tumor necrosis factor alpha (TNF-alpha) inhibitors
golimumab,819300,"ANTIRHEUMATICS,OTHER"
golimumab,819300,Monoclonal antibody-containing product
golimumab,819300,Tumor necrosis factor alpha inhibitor-containing product
golimumab,819300,"Antibodies, Monoclonal"
golimumab,819300,"Arthritis, Rheumatoid"
golimumab,819300,Biological Response Modifiers
golimumab,819300,Immunologic Activity Alteration
golimumab,819300,Tumor Necrosis Factor alpha Receptor Blocking Activity
golimumab,819300,Tumor Necrosis Factor Receptor Blocking Activity
golimumab,819300,Tumor Necrosis Factor Blocker
golodirsen,2267207,Antisense oligonucleotide-containing product
golodirsen,2267207,Oligonucleotides
golodirsen,2267207,"Oligonucleotides, Antisense"
golodirsen,2267207,"Muscular Dystrophy, Duchenne"
golodirsen,2267207,Other drugs for disorders of the musculo-skeletal system
golodirsen,2267207,Increased Protein Synthesis
golodirsen,2267207,Antisense Oligonucleotide
golodirsen,2267207,"MUSCULOSKELETAL AGENTS,OTHER"
golotimod,2367440,Dipeptides
gonadorelin,6384,Amenorrhea
gonadorelin,6384,Drug Hypersensitivity
gonadorelin,6384,Ovarian Cysts
gonadorelin,6384,"Puberty, Delayed"
gonadorelin,6384,"Puberty, Precocious"
gonadorelin,6384,Increased Follicle Stimulating Hormone Secretion
gonadorelin,6384,Increased Luteinizing Hormone Secretion
gonadorelin,6384,Gonadotropin Releasing Hormone Receptor Agonists
gonadorelin,6384,Tests for fertility disturbances
gonadorelin,6384,Gonadotropin-Releasing Hormone
gonadorelin,6384,Gonad regulating hormone-containing product
gonadorelin,6384,Gonadotropin releasing factor-containing product
gonadorelin,6384,Polypeptide-containing product
gonadorelin,6384,Gonadotropin-releasing hormones
goose feather extract,894783,Allergen extracts
goose feather extract,894783,Allergens
goose feather extract,894783,Feathers
goose feather extract,894783,Increased Histamine Release
goose feather extract,894783,Cell-mediated Immunity
goose feather extract,894783,Increased IgG Production
goose feather extract,894783,Non-Standardized Feather Allergenic Extract
goserelin,50610,ANTINEOPLASTIC HORMONES
goserelin,50610,Gonadotropin releasing hormone analogues
goserelin,50610,Breast Neoplasms
